epoch,loss,val_loss
0,0.4843350648880005,0.5568280816078186
1,0.4552842080593109,0.5519440770149231
2,0.45318448543548584,0.5468796491622925
3,0.451999306678772,0.5463973879814148
4,0.4512665867805481,0.5434711575508118
5,0.45088300108909607,0.5427525043487549
6,0.45038077235221863,0.543435275554657
7,0.4501383602619171,0.5418056845664978
8,0.44986480474472046,0.5382145643234253
9,0.4496619403362274,0.5441954731941223
10,0.44952327013015747,0.5410396456718445
11,0.44938528537750244,0.5509099960327148
12,0.44929149746894836,0.5400843620300293
13,0.44918951392173767,0.5426372289657593
14,0.44899556040763855,0.5423204898834229
15,0.4488852322101593,0.5436463952064514
16,0.44877272844314575,0.5393303036689758
17,0.4486994743347168,0.5410460233688354
18,0.4486915171146393,0.5476786494255066
19,0.44859549403190613,0.5428963303565979
20,0.4485819339752197,0.5368056893348694
21,0.4484960436820984,0.5399799942970276
22,0.44833457469940186,0.535239040851593
23,0.44837871193885803,0.5427996516227722
24,0.44837385416030884,0.539650022983551
