epoch,loss,val_loss
0,0.6040900349617004,0.6138439774513245
1,0.5343078970909119,0.5912292003631592
2,0.5061893463134766,0.5742772221565247
3,0.4917389154434204,0.5659011006355286
4,0.48172274231910706,0.5673877596855164
5,0.47600769996643066,0.5642596483230591
6,0.4718957841396332,0.5560107231140137
7,0.4683546721935272,0.5604858994483948
8,0.46572837233543396,0.5589126348495483
9,0.4632374942302704,0.5674716234207153
10,0.46144887804985046,0.5555731058120728
11,0.45974165201187134,0.5539754033088684
12,0.45906397700309753,0.5551843047142029
13,0.4579501748085022,0.5563391447067261
14,0.45648372173309326,0.552412211894989
15,0.4562956988811493,0.5560591816902161
16,0.45551344752311707,0.5569508075714111
17,0.45464885234832764,0.5643935203552246
18,0.45444414019584656,0.5527604222297668
19,0.45351043343544006,0.5507699847221375
20,0.45301222801208496,0.5629571676254272
21,0.4519703686237335,0.5535271763801575
22,0.45115581154823303,0.56122225522995
23,0.4510417580604553,0.545155942440033
24,0.45085272192955017,0.5480597615242004
