epoch,loss,val_loss
0,0.20744477212429047,0.25738412141799927
1,0.1789000928401947,0.2390361726284027
2,0.1721183806657791,0.23004485666751862
3,0.16778938472270966,0.22454297542572021
4,0.16478312015533447,0.22159679234027863
5,0.16267359256744385,0.21776850521564484
6,0.160996675491333,0.2136380672454834
7,0.1597757786512375,0.21334783732891083
8,0.15894687175750732,0.21149273216724396
9,0.15802952647209167,0.20844806730747223
10,0.15732966363430023,0.2095048874616623
11,0.1565995067358017,0.2069960981607437
12,0.15616324543952942,0.20772849023342133
13,0.15544438362121582,0.20401041209697723
14,0.15493187308311462,0.20295746624469757
15,0.15451611578464508,0.20278924703598022
16,0.15413986146450043,0.20636418461799622
17,0.15388235449790955,0.20366832613945007
18,0.15348844230175018,0.20316839218139648
19,0.15309929847717285,0.20409858226776123
20,0.15280167758464813,0.20103122293949127
21,0.15242727100849152,0.19942624866962433
22,0.15201236307621002,0.1998997926712036
23,0.1517488956451416,0.2002362310886383
24,0.15147656202316284,0.1983211487531662
