epoch,loss,val_loss
0,0.6788507699966431,0.6833630800247192
1,0.6779881715774536,0.6825863122940063
2,0.677508533000946,0.6761206388473511
3,0.6773589849472046,0.6793636083602905
4,0.6772585511207581,0.6808637976646423
5,0.6772072911262512,0.6780401468276978
6,0.6771665215492249,0.6785723567008972
7,0.6771231293678284,0.6766619086265564
8,0.6771029233932495,0.6784974336624146
9,0.6770945191383362,0.6779123544692993
10,0.6770552396774292,0.6784054040908813
11,0.6770583391189575,0.679154098033905
12,0.6770434975624084,0.6786342263221741
13,0.6770155429840088,0.6781051754951477
14,0.6770488619804382,0.6771256327629089
15,0.6770477294921875,0.6764289140701294
16,0.6770381331443787,0.678387463092804
17,0.6770214438438416,0.676750123500824
18,0.6770488619804382,0.6800685524940491
19,0.6770351529121399,0.6790457963943481
20,0.6769977807998657,0.6800813674926758
21,0.6769888997077942,0.6794952750205994
22,0.6770137548446655,0.6774986982345581
23,0.6770195960998535,0.677894651889801
24,0.6770156621932983,0.6803461909294128
