epoch,loss,val_loss
0,0.20830793678760529,0.25429898500442505
1,0.18087606132030487,0.24344226717948914
2,0.17455421388149261,0.23177552223205566
3,0.17128823697566986,0.22571587562561035
4,0.16937604546546936,0.22517986595630646
5,0.1678963005542755,0.2240084707736969
6,0.1669570952653885,0.21916252374649048
7,0.16624242067337036,0.2221650779247284
8,0.1655844748020172,0.22197991609573364
9,0.16516199707984924,0.21885491907596588
10,0.16477738320827484,0.22539030015468597
11,0.16436637938022614,0.2169204205274582
12,0.1640019714832306,0.21734943985939026
13,0.1638355404138565,0.217554971575737
14,0.1634729653596878,0.21671856939792633
15,0.16338621079921722,0.22292682528495789
16,0.1630517989397049,0.21758779883384705
17,0.16303379833698273,0.2205936312675476
18,0.16279199719429016,0.22238416969776154
19,0.1630728840827942,0.21932277083396912
20,0.16287364065647125,0.21413826942443848
21,0.1627112329006195,0.21565482020378113
22,0.16255825757980347,0.21306449174880981
23,0.16247129440307617,0.2177840620279312
24,0.16227413713932037,0.21864432096481323
