epoch,loss,val_loss
0,0.2666640281677246,0.15101392567157745
1,0.1612909436225891,0.11247780174016953
2,0.1450776606798172,0.10128486156463623
3,0.1379191130399704,0.09069424867630005
4,0.13359670341014862,0.09214892238378525
5,0.13063737750053406,0.08135256916284561
6,0.12824979424476624,0.09079832583665848
7,0.12673795223236084,0.08139771223068237
8,0.1254274696111679,0.07766181230545044
9,0.1242462545633316,0.08016448467969894
10,0.12327419221401215,0.08732761442661285
11,0.12243891507387161,0.0850335881114006
12,0.12149140983819962,0.07803195714950562
13,0.12054348737001419,0.08046405762434006
14,0.12057320028543472,0.07911521941423416
15,0.12032973766326904,0.0790482833981514
16,0.11993299424648285,0.08064748346805573
17,0.1189967691898346,0.08069328218698502
18,0.11869578063488007,0.08066540211439133
19,0.11871696263551712,0.08292520046234131
20,0.11805042624473572,0.0858134776353836
21,0.11788345873355865,0.07250101864337921
22,0.11777336150407791,0.07925762981176376
23,0.11667182296514511,0.08089746534824371
24,0.11656465381383896,0.07733219861984253
