epoch,loss,val_loss
0,0.6632199883460999,0.6884257197380066
1,0.6621226668357849,0.6921947002410889
2,0.6617844104766846,0.6892268657684326
3,0.6615960597991943,0.6884540915489197
4,0.6614736914634705,0.6899411082267761
5,0.6613804697990417,0.6900656223297119
6,0.6612976789474487,0.6902250051498413
7,0.6612958908081055,0.6901813745498657
8,0.661243736743927,0.688471257686615
9,0.6612294912338257,0.6903572678565979
10,0.6611837148666382,0.6884204149246216
11,0.6611685156822205,0.6912980079650879
12,0.6611627340316772,0.691451370716095
13,0.6611634492874146,0.6924751400947571
14,0.6611372828483582,0.6908316016197205
15,0.6611318588256836,0.6905649304389954
16,0.6611096262931824,0.6899832487106323
17,0.6611331105232239,0.6890408396720886
18,0.6611520648002625,0.6911380290985107
19,0.6611272096633911,0.6896824836730957
20,0.6611144542694092,0.6905803680419922
21,0.661107063293457,0.6888225078582764
22,0.6610950231552124,0.6883882880210876
23,0.6611031293869019,0.688651978969574
24,0.6610823273658752,0.6906236410140991
