epoch,loss,val_loss
0,0.6147645115852356,0.6333714127540588
1,0.5762706398963928,0.6208820343017578
2,0.5594427585601807,0.6117879152297974
3,0.5478334426879883,0.6095717549324036
4,0.540053129196167,0.6078229546546936
5,0.5347151160240173,0.6041305661201477
6,0.5302039384841919,0.6007434129714966
7,0.5262712836265564,0.5977423787117004
8,0.5231544375419617,0.5989247560501099
9,0.5204646587371826,0.5944326519966125
10,0.5181228518486023,0.5958873629570007
11,0.5162811875343323,0.5900271534919739
12,0.5143935680389404,0.6018185019493103
13,0.5131208896636963,0.5907761454582214
14,0.5115741491317749,0.5918274521827698
15,0.5103538036346436,0.5865334272384644
16,0.5093595385551453,0.5869554281234741
17,0.5084777474403381,0.5839930176734924
18,0.5074204206466675,0.5862045288085938
19,0.506733238697052,0.5884708166122437
20,0.5060067176818848,0.5891802906990051
21,0.5052912831306458,0.5872707962989807
22,0.5047006607055664,0.5827541351318359
23,0.5040397047996521,0.5871491432189941
24,0.5036686658859253,0.584220826625824
