epoch,loss,val_loss
0,0.36478203535079956,0.3422864079475403
1,0.2640266418457031,0.2780953049659729
2,0.23666469752788544,0.22920626401901245
3,0.22088216245174408,0.20255066454410553
4,0.2113604098558426,0.19336499273777008
5,0.20473569631576538,0.18573850393295288
6,0.1999197006225586,0.18160156905651093
7,0.19628511369228363,0.17141619324684143
8,0.19320319592952728,0.17392583191394806
9,0.19006399810314178,0.16146498918533325
10,0.1875859647989273,0.1654171496629715
11,0.1857081800699234,0.15791858732700348
12,0.18393200635910034,0.15666846930980682
13,0.18246401846408844,0.15268102288246155
14,0.1810070276260376,0.1474524438381195
15,0.1797443926334381,0.148301899433136
16,0.17860440909862518,0.14593584835529327
17,0.17793428897857666,0.15227654576301575
18,0.17691117525100708,0.14715544879436493
19,0.17629718780517578,0.14450065791606903
20,0.17534342408180237,0.14911775290966034
21,0.17463216185569763,0.1421438604593277
22,0.17422442138195038,0.14617842435836792
23,0.1733398139476776,0.13891719281673431
24,0.17275802791118622,0.14175675809383392
