epoch,loss,val_loss
0,0.5996240973472595,0.6060829758644104
1,0.5343882441520691,0.5887170433998108
2,0.5079560279846191,0.5750030875205994
3,0.4931870400905609,0.5696892142295837
4,0.4842488467693329,0.5775766372680664
5,0.4776025414466858,0.5667085647583008
6,0.4730297029018402,0.5616544485092163
7,0.47014597058296204,0.5538921356201172
8,0.4675343930721283,0.5614961385726929
9,0.4657221734523773,0.5568389892578125
10,0.463763952255249,0.5590656995773315
11,0.4622063934803009,0.5505464673042297
12,0.4614836275577545,0.5524377822875977
13,0.4604906737804413,0.547119140625
14,0.4593842029571533,0.5510495901107788
15,0.458710253238678,0.5544449687004089
16,0.45820918679237366,0.5565856695175171
17,0.4576706886291504,0.5542203187942505
18,0.45715978741645813,0.5586637854576111
19,0.4565669000148773,0.5486279129981995
20,0.45576751232147217,0.5567221641540527
21,0.4556041955947876,0.5466659665107727
22,0.45526066422462463,0.5510863065719604
23,0.454448401927948,0.5547096133232117
24,0.4542998671531677,0.5458990335464478
