epoch,loss,val_loss
0,0.4906294643878937,0.5623418092727661
1,0.4593081474304199,0.559134840965271
2,0.455841600894928,0.5483750700950623
3,0.4538367688655853,0.5464423298835754
4,0.45290234684944153,0.5426919460296631
5,0.45212310552597046,0.5520276427268982
6,0.45141640305519104,0.5407907366752625
7,0.4511193633079529,0.5455321073532104
8,0.45079556107521057,0.5540287494659424
9,0.4504319429397583,0.5455142855644226
10,0.4502220153808594,0.5392410755157471
11,0.4499669075012207,0.5385523438453674
12,0.4497329294681549,0.5395870804786682
13,0.4495972990989685,0.5427848696708679
14,0.4493599236011505,0.5364829897880554
15,0.4491860270500183,0.5430192351341248
16,0.4490300118923187,0.5371229648590088
17,0.4488881230354309,0.5415345430374146
18,0.44882792234420776,0.5443610548973083
19,0.4486803710460663,0.541211724281311
20,0.44862112402915955,0.5394934415817261
21,0.448392778635025,0.5429715514183044
22,0.4483449161052704,0.5433444380760193
23,0.44826844334602356,0.5403174757957458
24,0.4481159448623657,0.5442377924919128
