epoch,loss,val_loss
0,0.6105931997299194,0.6293084025382996
1,0.5716713070869446,0.6214579343795776
2,0.5558144450187683,0.6166329383850098
3,0.5465325713157654,0.6114615797996521
4,0.5398282408714294,0.6078549027442932
5,0.5344836115837097,0.6003455519676208
6,0.5303817391395569,0.5976687073707581
7,0.5268040299415588,0.5965194702148438
8,0.5243089199066162,0.5914695858955383
9,0.521811306476593,0.5919672846794128
10,0.5200024843215942,0.5958206653594971
11,0.5181139707565308,0.5854586362838745
12,0.5165230631828308,0.5939711928367615
13,0.5149869322776794,0.5898957848548889
14,0.5138475894927979,0.5852072834968567
15,0.5126965641975403,0.5835926532745361
16,0.5116116404533386,0.5826750993728638
17,0.5108454823493958,0.58638995885849
18,0.5098814368247986,0.5851055383682251
19,0.5089336633682251,0.5884546637535095
20,0.5081279873847961,0.5888573527336121
21,0.507533609867096,0.5820913910865784
22,0.5063914060592651,0.5864449739456177
23,0.5058873891830444,0.5844090580940247
24,0.5048842430114746,0.5829499363899231
