epoch,loss,val_loss
0,0.6772753000259399,0.6794191002845764
1,0.6770423650741577,0.6800010800361633
2,0.6769881844520569,0.6786113977432251
3,0.6769622564315796,0.6792478561401367
4,0.6769658923149109,0.6780977845191956
5,0.6769394278526306,0.6782184839248657
6,0.6769251823425293,0.6775219440460205
7,0.6769270896911621,0.6788526177406311
8,0.676923394203186,0.6790109276771545
9,0.6769197583198547,0.678309440612793
10,0.676905632019043,0.6790237426757812
11,0.6768876910209656,0.6785924434661865
12,0.6768821477890015,0.6779950857162476
13,0.6768723130226135,0.6783276796340942
14,0.6768799424171448,0.6782628297805786
15,0.6768845915794373,0.6788132786750793
16,0.6768665909767151,0.6783943176269531
17,0.6768789291381836,0.679337203502655
18,0.6768679022789001,0.6781654953956604
19,0.6768648624420166,0.6778554320335388
20,0.6768642663955688,0.677733838558197
21,0.6768687963485718,0.6782470941543579
22,0.6768613457679749,0.6801841259002686
23,0.6768684983253479,0.6783421635627747
24,0.6769070029258728,0.6783670783042908
