epoch,loss,val_loss
0,0.38446229696273804,0.40656331181526184
1,0.38172367215156555,0.40604668855667114
2,0.38161715865135193,0.4099180996417999
3,0.38152894377708435,0.4030918776988983
4,0.38148969411849976,0.4078897535800934
5,0.3814546465873718,0.4030574560165405
6,0.38148871064186096,0.4060945212841034
7,0.38144564628601074,0.4062189757823944
8,0.3814312219619751,0.40272924304008484
9,0.3813929259777069,0.4063984155654907
10,0.3813938498497009,0.40295901894569397
11,0.38140496611595154,0.4061965346336365
12,0.3813738226890564,0.40475159883499146
13,0.3813481330871582,0.40632566809654236
14,0.38138970732688904,0.4024451673030853
15,0.3813413381576538,0.4075477719306946
16,0.38134488463401794,0.4057270586490631
17,0.3813510537147522,0.40387052297592163
18,0.381320059299469,0.4047941565513611
19,0.38129109144210815,0.4085633456707001
20,0.381321519613266,0.40528222918510437
21,0.38131844997406006,0.4042421877384186
22,0.38131317496299744,0.4044939875602722
23,0.38130635023117065,0.4076615869998932
24,0.3813095986843109,0.4064342677593231
