epoch,loss,val_loss
0,0.1950892060995102,0.23354840278625488
1,0.16608458757400513,0.210561603307724
2,0.15868665277957916,0.20601648092269897
3,0.1546483188867569,0.2058081328868866
4,0.15244720876216888,0.20209161937236786
5,0.15054702758789062,0.19378624856472015
6,0.14941905438899994,0.20312528312206268
7,0.14810539782047272,0.1959807127714157
8,0.147481307387352,0.190728098154068
9,0.14681029319763184,0.1893010139465332
10,0.1465262621641159,0.1912577599287033
11,0.145968958735466,0.1876365691423416
12,0.14566370844841003,0.18782873451709747
13,0.1451994925737381,0.1897078901529312
14,0.14508891105651855,0.1890893131494522
15,0.14492537081241608,0.19336330890655518
16,0.14469468593597412,0.18710722029209137
17,0.144617959856987,0.18763203918933868
18,0.14442263543605804,0.18618345260620117
19,0.14407922327518463,0.19047312438488007
20,0.14422325789928436,0.18787643313407898
21,0.1438537985086441,0.1862543821334839
22,0.14394912123680115,0.1956964135169983
23,0.14371258020401,0.18577887117862701
24,0.14372402429580688,0.1880747675895691
