epoch,loss,val_loss
0,0.23972603678703308,0.3162444531917572
1,0.22480496764183044,0.30951473116874695
2,0.2233816683292389,0.30974453687667847
3,0.22275950014591217,0.31119927763938904
4,0.22241155803203583,0.30962011218070984
5,0.22214138507843018,0.3069669306278229
6,0.22194361686706543,0.3074941635131836
7,0.2217974066734314,0.30784040689468384
8,0.22165338695049286,0.31354838609695435
9,0.22157077491283417,0.3067105710506439
10,0.22147445380687714,0.30768951773643494
11,0.22140833735466003,0.3076756000518799
12,0.22125060856342316,0.3068390190601349
13,0.22125430405139923,0.30764275789260864
14,0.22115938365459442,0.30643707513809204
15,0.2211453765630722,0.30734917521476746
16,0.22110016644001007,0.3068113625049591
17,0.22100815176963806,0.305809885263443
18,0.22100679576396942,0.3065830171108246
19,0.2209274023771286,0.306123286485672
20,0.22090791165828705,0.305820494890213
21,0.22085753083229065,0.3065590262413025
22,0.22079624235630035,0.30669960379600525
23,0.2208324819803238,0.30615586042404175
24,0.220814049243927,0.3058163821697235
