epoch,loss,val_loss
0,0.23566825687885284,0.31847941875457764
1,0.22483500838279724,0.3121963143348694
2,0.22388571500778198,0.30755746364593506
3,0.22312892973423004,0.3116506338119507
4,0.22282861173152924,0.307306706905365
5,0.2225213199853897,0.30811768770217896
6,0.22236749529838562,0.3103947937488556
7,0.22229385375976562,0.3107900321483612
8,0.2221514731645584,0.308675080537796
9,0.22198468446731567,0.30609646439552307
10,0.22198505699634552,0.3071041703224182
11,0.22183570265769958,0.3139347434043884
12,0.2217421978712082,0.30821493268013
13,0.22179244458675385,0.3081175684928894
14,0.221678227186203,0.30613499879837036
15,0.22166751325130463,0.3065760135650635
16,0.2215673327445984,0.31242480874061584
17,0.22149941325187683,0.30727559328079224
18,0.22152605652809143,0.3064713776111603
19,0.22146941721439362,0.30728068947792053
20,0.22146055102348328,0.3064298629760742
21,0.22143317759037018,0.3088862895965576
22,0.2213953286409378,0.30594417452812195
23,0.2213689237833023,0.30408722162246704
24,0.22139298915863037,0.3083893060684204
