epoch,loss,val_loss
0,0.6330882906913757,0.6483643054962158
1,0.622460126876831,0.6465080976486206
2,0.6209062337875366,0.6451007723808289
3,0.6201894879341125,0.6520059704780579
4,0.6198773384094238,0.650755763053894
5,0.6196581125259399,0.646003782749176
6,0.6194729804992676,0.6464470028877258
7,0.6192948222160339,0.6500599980354309
8,0.6191873550415039,0.6471875309944153
9,0.6191346049308777,0.6479461789131165
10,0.6190299987792969,0.6486635208129883
11,0.618995189666748,0.645051896572113
12,0.6189360618591309,0.6499889492988586
13,0.6188567280769348,0.6485167145729065
14,0.618787944316864,0.6480097770690918
15,0.6187785267829895,0.6488619446754456
16,0.6187083721160889,0.6500289440155029
17,0.6185817122459412,0.6509087681770325
18,0.6185687184333801,0.6483777761459351
19,0.6185869574546814,0.6486752033233643
20,0.6185411214828491,0.6487635970115662
21,0.6184991002082825,0.6476652026176453
22,0.6184263825416565,0.6500846147537231
23,0.6184538006782532,0.6487153172492981
24,0.6183199882507324,0.6497319340705872
